AC,FL,AC_FL,AC_T,FL_T
0.5696189030890614,0.42383392429477007,0.002885813321090774,0.5715479992757035,0.42579221780239523
0.5620752792997004,0.4312530784327908,0.0030086704529106146,0.5641235401820707,0.4333313870413165
0.5631642369417479,0.43009172681834973,0.0030716832245517834,0.5652799185937646,0.4322391628673249
0.55732930001337,0.43584184777220397,0.0031520378200347414,0.5595256727363118,0.4380703938327286
0.5640719054734773,0.4290994734820915,0.0031369512207013632,0.5662642465951064,0.431325605871526
0.5721895543330502,0.42099205602037293,0.003109764550273422,0.5743677242123042,0.42320569123356866
0.584505045369017,0.40873616313894556,0.003027980197805977,0.5866200271567626,0.4108882615745143
0.590264131331849,0.40302300014484127,0.0029647215046586647,0.5923301264206714,0.40512671894840224
0.5988494082482876,0.39449043125268385,0.0028906948387619857,0.6008590229051927,0.3965387310349623
0.6099488778022955,0.3834887717398998,0.002767266959241466,0.6118574957716673,0.3854367285368326
0.625936291269541,0.36763136880533037,0.0026037534912103665,0.6277113220446623,0.369446550601798
0.6438117813021235,0.3498861889289193,0.0024347418972306516,0.6454521464898307,0.3515675676547639
0.6535709261191928,0.34024438897670156,0.002287676797853631,0.6550908598879961,0.34180505785058696
0.6645080438255103,0.32942781165371415,0.002134113015981736,0.6659039704365678,0.33086415926711327
0.6787612286092913,0.3153154101478097,0.001953397451719985,0.68001268453353,0.3166068391575798
0.6891720524305676,0.30502887869499884,0.0017932237787825931,0.6902957773397005,0.3061917136571212
0.7071486251785264,0.28719952292350676,0.00159604682665101,0.7081207338252081,0.28820997634361734
0.7211053017526783,0.27336923984037925,0.0014243812245641433,0.7219469116074153,0.27424801508642666
0.7349453061509338,0.259647374728327,0.0012595612085662233,0.7356645719833069,0.2604023846125251
0.7473947405664223,0.2473067080000549,0.0011048669932142128,0.7480014138202733,0.24794730000712428
0.7649160781086648,0.22988761631904484,0.0009463905491246674,0.7654152631125948,0.23041897252423918
0.7733801528891368,0.22149884313444002,0.0008300800909271677,0.7738008025042168,0.2219492830502917
0.7861063755576131,0.20883777607044782,0.0007156165401420825,0.7864575363473401,0.2092163673592544
0.8010460391104779,0.19394953720275435,0.0006101814805463758,0.8013410432929906,0.19426938279065775
0.8130113269582204,0.18201222124468402,0.0005329829302772607,0.8132740549373595,0.18229695876913812
0.8267809182147423,0.16825259730087586,0.0004707544800990031,0.8270290399022472,0.16851971465968224
0.8378665484556137,0.15715110032103893,0.0004388736303719168,0.8381263495147271,0.15742666263601762
0.8488077469500063,0.1461705699929957,0.00043131434739341034,0.8491026619369518,0.14647789045403925
0.8593065038226076,0.13560786658814458,0.00044988839358301244,0.8596612988472379,0.13597155552064827
0.8717807176418967,0.12305110771567722,0.0004860164506945921,0.8722133291785901,0.12348915187147695
0.8833442481541908,0.11138377220856978,0.0005471142069749689,0.8838761877456982,0.11191765906420366
